City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
330,Esperance,AU,-33.8667,121.9,56.41,67,42,13.27,scattered clouds
331,Karratha,AU,-20.7377,116.8463,70.14,48,94,9.06,overcast clouds
332,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.38,87,70,19.04,broken clouds
333,Fernie,CA,49.5,-115.0687,77.61,32,5,17.81,clear sky
334,Inhambane,MZ,-23.865,35.3833,64.26,82,69,14.58,light rain
335,Sioux Lookout,CA,50.1001,-91.917,77.07,52,96,5.19,overcast clouds
336,Leshukonskoye,RU,64.8989,45.7622,63.37,56,100,5.84,overcast clouds
337,Hasaki,JP,35.7333,140.8333,66.6,93,100,12.8,overcast clouds
338,Nacala,MZ,-14.5428,40.6728,70.84,91,3,9.82,light rain
339,Rorvik,NO,64.8621,11.2373,66.31,48,0,8.05,clear sky
340,Avera,US,33.194,-82.5271,90.28,45,100,1.79,overcast clouds
341,Yarmouth,US,41.7057,-70.2286,73.11,81,90,5.01,mist
342,Laguna,US,38.421,-121.4238,95.65,40,1,4.0,clear sky
343,Tirumullaivasal,IN,11.2333,79.8333,84.36,73,100,10.04,overcast clouds
344,Namibe,AO,-15.1961,12.1522,71.87,70,0,7.83,clear sky
345,Paamiut,GL,61.994,-49.6678,37.8,83,100,28.23,light rain
346,Broadstairs,GB,51.3591,1.4394,57.11,90,100,1.99,overcast clouds
347,Oktyabrskoye,RU,43.0645,44.7417,57.34,93,100,1.83,overcast clouds
348,Takoradi,GH,4.8845,-1.7554,80.2,81,79,10.2,light rain
349,Boa Vista,BR,2.8197,-60.6733,89.58,51,40,6.91,scattered clouds
350,Shwebo,MM,22.5667,95.7,83.08,73,99,7.31,overcast clouds
351,Fortuna,US,40.5982,-124.1573,81.48,87,90,8.05,overcast clouds
352,San Quintin,MX,30.4833,-115.95,69.94,63,1,11.59,clear sky
353,Port Hardy,CA,50.6996,-127.4199,57.38,67,90,11.5,light rain
354,Rio Cuarto,AR,-33.1307,-64.3499,64.83,51,100,7.18,overcast clouds
355,Vila,PT,42.0304,-8.1588,63.73,64,3,2.64,clear sky
356,Kisangani,CD,0.5167,25.2,71.1,97,87,3.11,moderate rain
357,Kriel,ZA,-26.2739,29.2253,41.81,55,0,7.14,clear sky
358,Luangwa,ZM,-15.6167,30.4167,65.25,64,0,1.95,clear sky
359,Wilmington,US,34.2257,-77.9447,83.95,82,90,5.75,light rain
360,Sarkand,KZ,45.41,79.9186,68.47,42,20,12.19,few clouds
361,Bangui,CF,4.3612,18.555,71.17,95,98,8.34,light rain
362,Macia,MZ,-25.0269,33.0989,62.4,71,97,11.45,light rain
363,Pacific Grove,US,36.6177,-121.9166,84.07,85,40,4.0,scattered clouds
364,Kirakira,SB,-10.4544,161.9205,79.68,83,40,4.52,scattered clouds
365,Palm Coast,US,29.585,-81.2078,87.98,68,100,4.0,light rain
366,Kutum,SD,14.2,24.6667,82.94,24,4,16.35,clear sky
367,Rincon,US,32.296,-81.2354,90.05,62,75,6.76,broken clouds
368,Port Keats,AU,-14.25,129.55,72.07,42,32,12.3,scattered clouds
369,Matagami,CA,49.7502,-77.6328,66.69,33,100,4.79,overcast clouds
370,Sept-Iles,CA,50.2001,-66.3821,62.06,85,72,3.0,broken clouds
371,Tecoanapa,MX,16.5167,-98.75,87.12,62,97,9.42,overcast clouds
372,Ponta Do Sol,PT,32.6667,-17.1,68.72,63,65,4.36,broken clouds
373,Santo Domingo,DO,18.5001,-69.9886,86.04,79,90,3.0,overcast clouds
374,Naze,JP,28.3667,129.4833,72.23,92,100,4.16,overcast clouds
375,Gainsborough,GB,53.3833,-0.7667,65.71,56,0,1.99,clear sky
376,Aguimes,ES,27.9054,-15.4461,68.67,55,75,25.32,broken clouds
377,Moron,AR,-34.6534,-58.6198,69.03,79,100,4.21,light rain
378,Cserkeszolo,HU,46.8632,20.187,68.29,55,13,4.74,few clouds
379,Mubi,NG,10.2676,13.2644,77.36,64,77,10.65,broken clouds
380,Te Anau,NZ,-45.4167,167.7167,48.85,83,100,6.02,overcast clouds
381,Yulara,AU,-25.2406,130.9889,46.74,67,0,7.85,clear sky
382,Ust-Karsk,RU,52.7011,118.8077,48.36,84,9,1.52,clear sky
383,Kalmunai,LK,7.4167,81.8167,79.81,84,100,7.27,overcast clouds
384,Kysyl-Syr,RU,63.8986,122.7617,65.39,45,97,8.14,overcast clouds
385,Beringovskiy,RU,63.05,179.3167,35.83,87,95,2.26,overcast clouds
386,Hearst,CA,49.6835,-83.6665,68.81,63,100,8.05,overcast clouds
387,Dubbo,AU,-32.25,148.6167,39.33,93,0,4.61,clear sky
388,Ciro Marina,IT,39.3732,17.126,70.54,58,22,5.61,few clouds
389,Aswan,EG,24.0934,32.907,88.84,15,0,21.5,clear sky
390,Gimli,CA,50.6336,-96.9907,92.21,51,21,10.25,few clouds
391,Oia,PT,40.5426,-8.5386,62.13,73,36,13.31,scattered clouds
392,Praia Da Vitoria,PT,38.7333,-27.0667,67.75,81,100,5.3,overcast clouds
393,Prainha,BR,-1.8,-53.48,87.28,57,47,5.64,scattered clouds
394,Nouadhibou,MR,20.931,-17.0347,68.65,73,0,26.02,clear sky
395,Canutama,BR,-6.5339,-64.3831,91.9,40,96,3.06,overcast clouds
396,Jega,NG,12.2175,4.3792,96.96,29,68,11.74,broken clouds
397,Tefe,BR,-3.3542,-64.7114,88.05,58,50,4.18,light rain
398,Qaqortoq,GL,60.7167,-46.0333,55.9,64,100,6.69,overcast clouds
399,Camacha,PT,33.0833,-16.3333,63.82,59,40,16.11,scattered clouds
400,Atar,MR,20.5169,-13.0499,100.13,17,7,15.1,clear sky
401,Yabelo,ET,4.8833,38.0833,60.53,78,63,6.31,broken clouds
402,Beitbridge,ZW,-22.2167,30.0,59.76,50,80,8.23,broken clouds
403,Haines Junction,CA,60.7522,-137.5108,53.94,41,12,1.03,few clouds
404,Nerja,ES,36.7585,-3.8873,83.95,76,2,3.67,clear sky
405,Komarno,SK,47.7636,18.1226,70.09,65,59,7.02,broken clouds
406,Bouna,CI,9.2667,-3.0,87.06,47,6,5.73,clear sky
407,Katangli,RU,51.7102,143.2326,38.97,98,100,17.09,overcast clouds
408,Schleswig,DE,54.5167,9.55,65.95,74,28,10.36,scattered clouds
409,Bako,ET,5.7833,36.5667,64.87,76,20,4.59,few clouds
410,Gwanda,ZW,-20.9333,29.0,50.88,68,4,6.24,clear sky
411,Soyo,AO,-6.1349,12.3689,77.67,87,88,9.1,overcast clouds
412,Narsaq,GL,60.9167,-46.05,55.62,58,96,6.38,overcast clouds
413,Svetlaya,RU,46.5389,138.3297,48.33,88,5,6.44,clear sky
414,Katsuura,JP,35.1333,140.3,70.11,90,100,10.2,overcast clouds
415,Vardo,NO,70.3705,31.1107,50.2,93,0,2.3,clear sky
416,Paita,PE,-5.0892,-81.1144,74.53,66,6,12.88,clear sky
417,Chino Valley,US,34.7575,-112.4538,94.82,13,68,3.0,broken clouds
418,Peleduy,RU,59.6289,112.7406,59.67,56,98,2.53,overcast clouds
419,Luanda,AO,-8.8368,13.2343,78.8,83,75,11.5,broken clouds
420,Brae,GB,60.3964,-1.353,51.71,76,2,8.3,clear sky
421,Provideniya,RU,64.3833,-173.3,36.03,66,38,5.1,scattered clouds
422,Ngora,UG,1.4314,33.7772,65.17,86,15,4.65,light rain
423,Husavik,IS,66.0449,-17.3389,57.38,70,100,6.55,overcast clouds
424,Shakawe,BW,-18.3667,21.85,53.98,37,0,6.24,clear sky
425,Katobu,ID,-4.9408,122.5276,75.15,93,93,3.49,overcast clouds
426,Xai-Xai,MZ,-25.0519,33.6442,64.36,76,83,17.16,light rain
427,Teruel,ES,40.6667,-0.6667,63.88,79,49,7.45,scattered clouds
428,Caluquembe,AO,-13.7833,14.6833,58.15,34,5,1.12,clear sky
429,Bollnas,SE,61.3482,16.3946,65.12,51,1,3.98,clear sky
430,Evensk,RU,61.95,159.2333,40.73,96,100,6.67,overcast clouds
431,Gavrilov Posad,RU,56.5597,40.1175,54.16,77,98,7.2,overcast clouds
432,Marawi,PH,7.9986,124.2928,72.64,90,100,2.26,overcast clouds
433,Hobyo,SO,5.3505,48.5268,78.89,86,8,23.42,clear sky
434,Quatre Cocos,MU,-20.2078,57.7625,72.09,85,95,18.14,moderate rain
435,Cherskiy,RU,68.75,161.3,62.06,42,100,5.3,overcast clouds
436,Mareeba,AU,-17.0,145.4333,61.52,91,100,2.95,overcast clouds
437,Kachiry,KZ,53.0675,76.1036,47.03,84,100,26.55,light rain
438,Gizo,SB,-8.103,156.8419,81.59,79,62,6.11,broken clouds
439,Port-Gentil,GA,-0.7193,8.7815,79.39,83,76,13.6,broken clouds
440,Qasigiannguit,GL,68.8193,-51.1922,55.65,53,2,5.44,clear sky
441,Cedartown,US,34.0537,-85.255,88.72,60,100,3.13,overcast clouds
442,Noumea,NC,-22.2763,166.4572,70.0,99,68,5.06,broken clouds
443,Andenes,NO,69.3143,16.1194,57.47,93,90,8.05,fog
444,Isoka,ZM,-10.1606,32.6335,61.48,81,50,2.44,scattered clouds
445,Sangar,RU,63.9242,127.4739,59.95,64,89,9.35,overcast clouds
446,Duki,PK,30.1541,68.5728,81.01,46,0,5.82,clear sky
447,Cartagena,CO,10.3997,-75.5144,83.12,77,72,6.91,broken clouds
448,Odweyne,SO,9.4092,45.064,78.01,49,80,15.73,broken clouds
449,Salisbury,GB,51.0693,-1.7957,64.45,67,78,4.76,broken clouds
450,Lagoa,PT,39.05,-27.9833,62.69,85,100,13.91,overcast clouds
451,Sistranda,NO,63.7256,8.834,64.36,69,0,4.38,clear sky
452,Erzin,TR,36.9559,36.2,72.0,78,0,3.0,clear sky
453,Numan,NG,9.4667,12.0333,77.85,79,100,3.71,overcast clouds
454,Yenagoa,NG,4.9247,6.2642,74.05,95,100,3.8,overcast clouds
455,Gazimurskiy Zavod,RU,51.5461,118.3266,47.64,85,47,2.59,scattered clouds
456,Mount Pleasant,US,32.7941,-79.8626,90.3,78,1,1.99,clear sky
457,Okhotsk,RU,59.3833,143.3,39.45,91,2,1.16,clear sky
458,Natal,BR,-5.795,-35.2094,81.52,66,28,13.06,scattered clouds
459,Dawei,MM,14.0833,98.2,79.9,88,86,1.88,light rain
460,Tomatlan,MX,19.9333,-105.25,95.9,38,61,8.59,broken clouds
461,Shingu,JP,33.7333,135.9833,65.91,92,89,5.06,overcast clouds
462,Margate,GB,51.3813,1.3862,58.71,91,100,1.99,overcast clouds
463,Lima,PE,-12.0432,-77.0282,70.14,100,3,1.01,clear sky
464,Taksimo,RU,56.3444,114.8794,57.31,61,6,0.65,clear sky
465,Visby,SE,57.6409,18.296,64.62,52,0,2.3,clear sky
466,Waipawa,NZ,-41.4122,175.5153,53.46,91,57,6.53,broken clouds
467,Inverness,GB,57.4791,-4.224,61.99,62,20,1.01,few clouds
468,Tuskegee,US,32.424,-85.6916,87.62,75,100,4.88,overcast clouds
469,Luena,AO,-11.7833,19.9167,57.4,43,70,4.79,broken clouds
470,Carutapera,BR,-1.195,-46.02,82.35,76,8,8.1,clear sky
471,Waddan,LY,29.1614,16.139,84.29,27,0,21.41,clear sky
472,Dunedin,NZ,-45.8742,170.5036,50.81,72,29,14.0,scattered clouds
473,Corpus Christi,US,27.8006,-97.3964,84.43,71,27,4.0,scattered clouds
474,Bam,IR,29.106,58.357,95.88,7,42,2.21,scattered clouds
475,Pontes E Lacerda,BR,-15.2261,-59.3353,93.99,25,3,8.93,clear sky
476,Svetlogorsk,BY,52.6333,29.7333,58.06,77,98,5.39,overcast clouds
477,Krasnyy Chikoy,RU,50.3643,108.7512,50.83,65,5,3.49,clear sky
478,Labuhan,ID,-6.8844,112.2051,78.42,88,7,6.87,clear sky
479,Jaque,PA,7.5175,-78.1703,82.72,79,100,4.21,light rain
480,Kousseri,CM,12.0769,15.0306,75.56,73,100,22.62,moderate rain
481,Chama,CH,47.1821,8.4636,71.76,78,62,3.44,broken clouds
482,Tiarei,PF,-17.5333,-149.3333,80.62,77,68,14.76,light rain
483,Opuwo,NA,-18.0607,13.84,59.32,24,3,9.28,clear sky
484,Maradi,NE,13.5,7.1017,98.6,11,5,11.77,clear sky
485,Lavrentiya,RU,65.5833,-171.0,32.02,93,100,2.42,overcast clouds
486,Penzance,GB,50.1186,-5.5371,58.21,83,0,9.73,clear sky
487,Yeppoon,AU,-23.1333,150.7333,49.78,70,33,9.51,scattered clouds
488,Parauna,BR,-16.9478,-50.4486,87.66,21,0,8.08,clear sky
489,Langsa,ID,4.4683,97.9683,74.37,98,100,6.33,heavy intensity rain
490,Mokolo,CM,10.7398,13.8019,71.2,78,99,28.77,light rain
491,Klyuchi,RU,52.2667,79.1667,43.03,73,55,18.84,broken clouds
492,Chapais,CA,49.7834,-74.8492,66.27,27,100,6.26,overcast clouds
493,La Ronge,CA,55.1001,-105.2842,72.19,32,12,7.52,few clouds
494,Xining,CN,36.6167,101.7667,54.39,30,50,2.89,scattered clouds
495,Dunmore East,IE,52.1514,-6.9861,59.63,77,40,11.5,scattered clouds
496,Aldama,MX,22.9167,-98.0667,89.49,51,98,6.33,overcast clouds
497,Ardmore,US,34.1743,-97.1436,83.64,51,40,8.01,scattered clouds
498,Tabou,CI,4.423,-7.3528,80.24,84,42,7.34,scattered clouds
499,Lensk,RU,60.7253,114.9278,62.87,43,100,5.44,overcast clouds
500,Pontiac,US,42.6389,-83.2911,87.01,42,75,14.97,broken clouds
501,Bara,NG,10.3744,10.7288,80.74,59,98,5.08,overcast clouds
502,Ust-Kuyga,RU,70.0167,135.6,58.66,71,100,2.75,overcast clouds
503,Rocha,UY,-34.4833,-54.3333,67.82,91,100,5.19,light rain
504,West Bay,KY,19.3667,-81.4167,88.07,80,0,4.0,clear sky
505,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,72,75,15.93,broken clouds
506,Preobrazheniye,RU,42.9019,133.9064,50.09,98,23,5.93,few clouds
507,Lumberton,US,34.6182,-79.0086,87.85,52,100,9.75,overcast clouds
508,Hauterive,FR,46.0901,3.4459,64.18,99,100,3.29,moderate rain
509,Kirovskiy,RU,45.0917,133.5136,52.54,88,100,5.99,light rain
510,Severnoye,RU,56.3491,78.3619,46.54,63,8,17.18,clear sky
511,Salym,RU,60.0625,71.4789,43.59,70,15,8.01,few clouds
512,Deming,US,32.2687,-107.7586,84.38,28,99,10.2,overcast clouds
513,Kuvandyk,RU,51.4781,57.3552,61.65,33,93,20.11,moderate rain
514,Mount Gambier,AU,-37.8333,140.7667,44.02,77,100,8.7,overcast clouds
515,Camabatela,AO,-8.1881,15.375,66.7,50,92,4.5,overcast clouds
516,Key Biscayne,US,25.6937,-80.1628,90.01,68,75,5.99,broken clouds
517,South River,US,40.4465,-74.386,83.08,71,100,1.01,overcast clouds
518,Saint Anthony,US,45.0205,-93.218,95.32,34,1,1.01,clear sky
519,Port Macquarie,AU,-31.4333,152.9167,51.39,78,36,11.7,scattered clouds
520,Broome,US,42.2506,-75.833,81.05,61,40,1.99,haze
521,Ciudad Valles,MX,21.9833,-99.0167,85.14,55,100,4.65,overcast clouds
522,Hanna,CA,51.6334,-111.9018,76.87,35,19,8.99,few clouds
523,Bereda,ES,43.2686,-7.5406,61.41,75,0,5.12,clear sky
524,Goure,NE,13.9835,10.2704,97.02,14,3,8.63,clear sky
525,Puerto Rondon,CO,6.2805,-71.1,82.98,75,91,3.56,overcast clouds
526,Beckley,US,37.7782,-81.1882,76.89,54,1,3.0,clear sky
527,Socorro,US,31.6546,-106.3033,84.45,31,90,3.4,overcast clouds
528,Sorong,ID,-0.8833,131.25,78.01,89,100,6.29,overcast clouds
529,Charters Towers,AU,-20.1,146.2667,53.78,53,9,11.16,clear sky
530,Ust-Nera,RU,64.5667,143.2,58.75,36,91,3.53,overcast clouds
531,San Policarpo,PH,12.1791,125.5072,77.92,89,100,3.8,overcast clouds
532,Vila Do Maio,CV,15.1333,-23.2167,77.79,85,3,20.45,clear sky
533,Maragogi,BR,-9.0122,-35.2225,78.48,78,1,9.19,clear sky
534,Nakhon Nayok,TH,14.1667,101.1,88.0,77,49,5.06,scattered clouds
535,Xiamen,CN,24.4798,118.0819,73.92,91,100,12.3,light rain
536,Buala,SB,-8.145,159.5921,80.47,82,100,4.99,overcast clouds
537,Srednekolymsk,RU,67.45,153.6833,62.92,34,100,12.59,overcast clouds
538,Sao Felix Do Xingu,BR,-6.6447,-51.995,90.19,45,31,5.73,scattered clouds
539,Ilanskiy,RU,56.2358,96.065,53.15,91,100,4.29,overcast clouds
540,Yar-Sale,RU,66.8333,70.8333,49.1,56,100,5.7,overcast clouds
541,Xuddur,SO,4.1213,43.8894,77.02,69,67,17.4,broken clouds
542,Yatou,CN,37.15,122.3833,62.1,70,23,4.88,light rain
543,Lovozero,RU,68.005,35.0117,65.88,58,94,5.1,overcast clouds
544,Portree,GB,57.4129,-6.1942,58.51,54,46,6.31,scattered clouds
545,Mana,GF,5.6592,-53.7767,81.25,82,78,9.04,broken clouds
546,Paranaiba,BR,-19.6772,-51.1908,90.86,25,18,6.15,few clouds
547,Midland,US,31.9974,-102.0779,81.68,48,40,8.05,scattered clouds
548,Berlevag,NO,70.8578,29.0864,48.0,93,75,2.3,broken clouds
549,Trincomalee,LK,8.5711,81.2335,80.69,77,99,13.18,overcast clouds
550,Zdunska Wola,PL,51.5992,18.9397,67.08,69,100,8.14,overcast clouds
551,Chumikan,RU,54.7183,135.315,35.87,96,81,1.63,broken clouds
552,Alihe,CN,50.5667,123.7167,50.16,95,100,6.78,overcast clouds
553,Kampong Thum,KH,12.7111,104.8887,81.41,80,91,4.14,overcast clouds
554,Aklavik,CA,68.2191,-135.0107,37.4,87,90,11.5,light intensity drizzle
555,Hirara,JP,24.8,125.2833,82.65,84,100,15.08,overcast clouds
556,Fare,PF,-16.7,-151.0167,80.6,76,69,13.2,moderate rain
557,Tsabong,BW,-26.0217,22.401,55.02,31,0,8.16,clear sky
558,Schweinfurt,DE,50.05,10.2333,72.23,85,39,3.44,scattered clouds
559,Gigmoto,PH,13.7796,124.39,82.13,84,100,4.5,overcast clouds
560,Mizan Teferi,ET,6.9833,35.5833,60.33,95,11,2.51,few clouds
561,Aurangabad,IN,19.8833,75.3333,77.74,72,98,6.4,overcast clouds
562,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,54,100,8.16,overcast clouds
563,Palu,ID,-0.8917,119.8707,75.78,93,17,2.93,few clouds
564,Feijo,BR,-8.1642,-70.3536,89.64,41,95,3.15,overcast clouds
565,Silopi,TR,37.2497,42.4694,75.25,23,0,1.03,clear sky
566,Labuan,MY,5.2767,115.2417,82.56,83,21,6.22,few clouds
567,Lac Du Bonnet,CA,50.2536,-96.0612,91.74,38,6,11.72,clear sky
568,Vikhorevka,RU,56.1201,101.1636,58.59,97,100,3.2,light rain
569,Coolum Beach,AU,-26.5333,153.1,56.1,79,0,7.83,clear sky
570,Manggar,ID,-2.8833,108.2667,81.37,77,81,9.57,broken clouds
571,Jining,CN,35.405,116.5814,68.9,45,0,9.33,clear sky
572,Agalatovo,RU,60.2195,30.2739,65.34,67,5,4.88,clear sky
573,Garissa,KE,-0.4536,39.6401,78.4,63,23,21.14,few clouds
574,Kitimat,CA,54.0524,-128.6534,52.92,95,100,2.15,moderate rain
575,Mogadishu,SO,2.0371,45.3438,79.29,81,80,16.93,broken clouds
576,Nantucket,US,41.2835,-70.0995,65.97,99,90,12.66,fog
577,Nurobod,UZ,40.9056,69.8023,76.05,21,0,8.03,clear sky
578,Coahuayana,MX,18.7333,-103.6833,90.88,43,95,8.55,overcast clouds
579,Abu Kamal,SY,34.4506,40.9171,84.99,19,0,9.75,clear sky
580,Casa Nova,BR,-9.4167,-41.1333,84.92,49,80,17.02,broken clouds
581,Rio Grande,BR,-32.035,-52.0986,72.95,78,24,5.41,few clouds
582,Deputatskiy,RU,69.3,139.9,57.6,62,100,3.83,overcast clouds
583,Kokkola,FI,63.8385,23.1307,66.36,45,0,3.47,clear sky
584,Bras-Panon,RE,-20.9967,55.6782,74.82,83,50,7.58,scattered clouds
585,Lagos,NG,6.5833,3.75,77.34,81,87,6.35,overcast clouds
586,Boke,GN,10.9409,-14.2967,82.29,66,40,4.07,light rain
587,Menongue,AO,-14.6585,17.691,53.71,32,0,5.64,clear sky
588,Praia,CV,14.9215,-23.5087,77.54,69,40,21.85,scattered clouds
589,Kendal,GB,54.3268,-2.7476,61.77,81,2,4.18,clear sky
590,Stanesti,RO,43.9167,25.8333,66.58,85,91,6.76,overcast clouds
591,Huntington,US,38.4193,-82.4452,84.45,59,1,3.0,clear sky
592,Bathsheba,BB,13.2167,-59.5167,82.51,72,97,19.89,overcast clouds
593,Pachino,IT,36.7186,15.0907,72.59,68,2,7.94,clear sky
594,Newport,GB,51.5877,-2.9984,64.33,61,77,5.84,broken clouds
595,Esso,RU,55.9333,158.7,46.35,77,100,1.97,overcast clouds
596,Ancud,CL,-41.8697,-73.8203,48.42,80,84,9.33,light rain
597,Ozimek,PL,50.6794,18.2137,67.86,59,99,8.61,overcast clouds
598,Novyy Urengoy,RU,66.0833,76.6333,41.99,76,71,14.72,broken clouds
599,Bardiyah,LY,31.7561,25.0865,70.74,60,0,8.1,clear sky
600,Sijunjung,ID,-0.6876,100.9537,71.46,99,100,2.28,overcast clouds
601,Asyut,EG,27.181,31.1837,83.32,21,0,16.73,clear sky
602,Umba,RU,66.6871,34.3429,57.81,59,4,5.19,clear sky
603,Aljezur,PT,37.3191,-8.8033,62.51,73,4,17.45,clear sky
604,Weiser,US,44.251,-116.9693,92.03,30,82,7.14,broken clouds
605,Port Hedland,AU,-20.3167,118.5667,68.05,56,90,8.05,light rain
606,Kapoeta,SS,4.7717,33.5903,78.53,62,20,4.99,few clouds
607,Aksu,CN,41.1231,80.2644,77.23,24,98,5.01,overcast clouds
608,Denia,ES,38.8408,0.1057,72.86,82,5,8.01,clear sky
609,Finschhafen,PG,-6.6024,147.8681,79.3,81,36,5.19,light rain
610,Pirmasens,DE,49.2015,7.6053,71.65,91,91,4.34,overcast clouds
611,Moba,CN,33.2288,105.0179,53.55,88,9,2.95,clear sky
612,Tabuk,PH,17.4189,121.4443,77.16,59,41,2.37,scattered clouds
613,Talcahuano,CL,-36.7167,-73.1167,55.87,80,100,11.5,overcast clouds
614,Mackenzie,CA,55.2999,-123.1698,61.88,35,100,10.69,overcast clouds
615,Ghauspur,PK,28.1391,69.0831,93.09,29,5,4.76,clear sky
616,San Carlos Del Zulia,VE,9.0,-71.9135,90.68,53,100,4.74,overcast clouds
617,Tiznit,MA,29.5833,-9.5,60.69,74,24,8.61,few clouds
618,Gabu,GW,12.2833,-14.2167,101.17,22,84,5.3,broken clouds
619,Cockburn Town,TC,21.4612,-71.1419,80.08,80,30,20.09,scattered clouds
620,Coquimbo,CL,-29.9533,-71.3436,60.75,77,100,3.51,overcast clouds
621,Markova,UA,48.6758,24.4138,60.39,89,10,3.83,clear sky
622,Shirokiy,RU,49.758,129.523,51.08,97,100,6.06,light rain
623,Lingao,CN,19.9103,109.6859,78.33,76,91,9.06,overcast clouds
624,Linxia,CN,35.6003,103.2064,55.35,35,0,5.08,clear sky
625,Hwange,ZW,-18.3693,26.5019,60.04,38,0,3.74,clear sky
626,Okahandja,NA,-21.9833,16.9167,55.54,34,0,10.54,clear sky
627,Luganville,VU,-15.5333,167.1667,75.96,82,99,5.37,overcast clouds
628,Benevento,IT,41.2179,14.7464,74.26,48,99,2.53,overcast clouds
629,Yumen,CN,40.2833,97.2,72.9,9,1,9.57,clear sky
630,Isangel,VU,-19.55,169.2667,72.03,73,78,9.31,broken clouds
631,Alberton,CA,46.8168,-64.0654,68.63,65,13,13.4,few clouds
632,Nyagan,RU,62.1406,65.3936,52.16,56,18,7.14,few clouds
633,Maceio,BR,-9.6658,-35.7353,81.84,65,40,9.78,scattered clouds
634,Astoria,US,46.1879,-123.8313,70.88,67,1,9.22,clear sky
635,Ningbo,CN,29.8782,121.5495,62.1,97,100,4.27,light rain
636,Minapasuk,PH,10.6988,123.3536,76.86,82,100,1.68,moderate rain
637,Nueva Loja,EC,0.0847,-76.8828,75.0,97,90,4.16,overcast clouds
638,Sur,OM,22.5667,59.5289,90.55,55,0,8.39,clear sky
639,Akot,IN,21.0964,77.0586,86.76,55,19,8.46,few clouds
640,Serenje,ZM,-13.2325,30.2352,55.92,88,0,8.23,clear sky
641,Linares,CL,-35.85,-71.6,59.47,74,100,7.43,light rain
642,Chulym,RU,55.0997,80.9572,43.86,93,100,22.1,moderate rain
643,Goundam,ML,16.4145,-3.6708,103.41,10,34,10.67,scattered clouds
644,Krasnoarmeysk,RU,51.0239,45.6969,55.15,98,100,14.14,overcast clouds
645,Canavieiras,BR,-15.675,-38.9472,74.1,89,100,8.7,overcast clouds
646,Pokhara,NP,28.2333,83.9833,73.45,70,59,4.56,broken clouds
647,Pangody,RU,65.85,74.4859,44.91,71,100,5.06,overcast clouds
648,Aberystwyth,GB,52.4155,-4.0829,64.31,78,1,2.17,clear sky
649,Sola,VU,-13.8833,167.55,78.85,73,100,14.65,overcast clouds
650,Grand Gaube,MU,-20.0064,57.6608,72.37,87,70,8.99,moderate rain
651,Sal Rei,CV,16.1833,-22.9167,75.76,73,40,23.02,scattered clouds
652,Caravelas,BR,-17.7125,-39.2481,75.6,83,99,7.38,overcast clouds
653,Pskov,RU,57.8136,28.3496,62.51,63,0,0.0,clear sky
654,Rawah,IQ,34.4816,41.9093,85.33,18,0,10.31,clear sky
655,Merauke,ID,-8.4667,140.3333,76.69,82,100,10.07,overcast clouds
656,Raga,SS,8.4596,25.678,72.79,82,100,2.68,light rain
657,Kurilsk,RU,45.2333,147.8833,48.11,94,100,22.88,overcast clouds
658,Puerto Leguizamo,CO,-0.1934,-74.7819,73.8,96,100,2.98,overcast clouds
659,Saint-Augustin,CA,51.226,-58.6502,61.52,72,60,13.78,broken clouds
660,Nhulunbuy,AU,-12.2333,136.7667,75.81,69,22,11.5,few clouds
661,Kaduna,NG,10.5222,7.4383,73.58,77,100,10.71,moderate rain
662,Saint-Jean-De-Luz,FR,43.3891,-1.6581,62.22,93,90,5.46,overcast clouds
663,Bilibino,RU,68.0546,166.4372,56.7,46,100,6.6,overcast clouds
