City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,Bowen,-20.0167,148.2333,75.42,54,100,16.26,AU,2021-05-26 01:50:09
272,Brae,60.3964,-1.353,48.11,90,100,16.28,GB,2021-05-26 01:50:09
273,La Cruz,23.9167,-106.9,80.47,74,11,3.0,MX,2021-05-26 01:50:09
274,Halifax,44.6453,-63.5724,54.52,69,75,5.01,CA,2021-05-26 01:50:01
275,Poco Das Trincheiras,-9.3125,-37.2856,68.22,94,13,3.11,BR,2021-05-26 01:50:10
276,Hohhot,40.8106,111.6522,64.69,39,20,11.9,CN,2021-05-26 01:46:06
277,Ilulissat,69.2167,-51.1,33.82,64,100,0.0,GL,2021-05-26 01:47:16
278,Talnakh,69.4865,88.3972,25.39,91,45,13.27,RU,2021-05-26 01:50:11
279,San Ramon,37.7799,-121.978,75.63,61,1,8.01,US,2021-05-26 01:46:56
280,Gondar,12.6,37.4667,64.81,26,32,4.5,ET,2021-05-26 01:50:11
281,Hofn,64.2539,-15.2082,44.11,84,99,10.31,IS,2021-05-26 01:45:28
282,Talcahuano,-36.7167,-73.1167,53.28,94,75,3.44,CL,2021-05-26 01:50:12
283,Poya,-21.35,165.15,74.41,48,35,8.01,NC,2021-05-26 01:50:12
284,Mastic Beach,40.7668,-72.8521,62.98,79,1,3.0,US,2021-05-26 01:50:12
285,Bathsheba,13.2167,-59.5167,81.21,61,20,15.08,BB,2021-05-26 01:50:13
286,Pisco,-13.7,-76.2167,65.01,94,90,3.44,PE,2021-05-26 01:50:13
287,Ritchie,-29.038,24.6028,43.81,52,3,5.99,ZA,2021-05-26 01:50:13
288,Horadiz,39.4488,47.3353,66.97,75,92,5.03,AZ,2021-05-26 01:50:14
289,Malakal,9.5334,31.6605,82.49,57,37,4.97,SS,2021-05-26 01:50:14
290,Saint Anthony,45.0205,-93.218,80.22,24,1,13.4,US,2021-05-26 01:50:14
291,Vila Velha,-20.3297,-40.2925,73.35,82,90,3.0,BR,2021-05-26 01:49:56
292,Hun,29.1268,15.9477,75.54,37,0,10.49,LY,2021-05-26 01:50:15
293,Banka,24.8833,86.9167,79.57,83,100,19.04,IN,2021-05-26 01:50:15
294,Villafranca De Los Barros,38.5614,-6.3381,63.82,62,71,4.68,ES,2021-05-26 01:50:15
295,Lufilufi,-13.8745,-171.5986,87.58,76,23,14.52,WS,2021-05-26 01:50:16
296,Scottsbluff,41.8666,-103.6672,74.52,49,1,4.61,US,2021-05-26 01:50:16
297,Adrar,20.5022,-10.0711,84.49,18,100,14.12,MR,2021-05-26 01:50:16
298,Komsomolskiy,40.4272,71.7189,71.02,43,84,2.3,UZ,2021-05-26 01:50:17
299,Ocampo,21.65,-101.5,62.06,60,55,7.96,MX,2021-05-26 01:50:17
300,Lata,40.1629,-8.3327,60.71,81,99,2.64,PT,2021-05-26 01:49:28
301,Ahuimanu,21.4447,-157.8378,82.85,66,75,6.46,US,2021-05-26 01:50:17
302,Yeniseysk,58.4497,92.1703,45.95,38,75,10.45,RU,2021-05-26 01:50:18
303,Aklavik,68.2191,-135.0107,41.72,69,100,5.84,CA,2021-05-26 01:50:18
304,Tashtyp,52.7939,89.8983,64.17,83,100,7.11,RU,2021-05-26 01:50:18
305,Abha,18.2164,42.5053,67.82,55,0,6.13,SA,2021-05-26 01:50:19
306,Moerai,-22.4333,-151.3333,78.53,78,39,6.15,PF,2021-05-26 01:48:56
307,Baruun-Urt,46.6806,113.2792,50.2,53,87,8.25,MN,2021-05-26 01:50:19
308,Dire,12.2833,-10.9667,83.97,51,100,3.51,ML,2021-05-26 01:50:19
309,Andenes,69.3143,16.1194,46.08,70,8,26.46,NO,2021-05-26 01:50:20
310,Benguela,-12.5763,13.4055,75.06,60,2,4.65,AO,2021-05-26 01:50:20
311,Prince Rupert,54.3161,-130.3201,51.89,72,90,3.44,CA,2021-05-26 01:50:21
312,Rawlins,41.7911,-107.2387,64.33,17,90,16.13,US,2021-05-26 01:50:11
313,Linxia,35.6003,103.2064,64.04,33,57,2.15,CN,2021-05-26 01:50:21
314,Tomatlan,19.9333,-105.25,79.18,59,0,3.31,MX,2021-05-26 01:50:22
315,Victoria,22.2855,114.1577,89.33,83,19,1.01,HK,2021-05-26 01:50:22
316,Batemans Bay,-35.7167,150.1833,69.1,34,0,3.38,AU,2021-05-26 01:50:22
317,Innisfail,-17.5333,146.0333,72.45,79,96,10.71,AU,2021-05-26 01:50:22
318,Aasiaat,68.7098,-52.8699,26.49,74,12,6.58,GL,2021-05-26 01:50:23
319,Kasempa,-13.4584,25.8338,49.01,77,18,4.79,ZM,2021-05-26 01:50:23
320,Roald,62.5833,6.1333,53.17,87,87,20.71,NO,2021-05-26 01:50:23
321,Olinda,-8.0089,-34.8553,78.53,69,20,10.92,BR,2021-05-26 01:50:24
322,Provideniya,64.3833,-173.3,46.51,57,0,15.66,RU,2021-05-26 01:50:24
323,Urumqi,43.801,87.6005,77.95,21,0,3.91,CN,2021-05-26 01:48:12
324,Bethel,41.3712,-73.414,67.28,76,1,3.44,US,2021-05-26 01:47:27
325,Grand-Santi,4.25,-54.3833,74.39,99,100,2.28,GF,2021-05-26 01:50:25
326,Passa Quatro,-22.3903,-44.9667,56.75,57,47,0.56,BR,2021-05-26 01:50:25
327,Sri Aman,1.2376,111.4621,82.45,83,20,2.3,MY,2021-05-26 01:50:25
328,Fairbanks,64.8378,-147.7164,69.76,27,1,8.05,US,2021-05-26 01:49:56
329,Gazojak,41.1875,61.4036,83.3,23,2,3.44,TM,2021-05-26 01:50:26
330,Keita,14.7551,5.7749,82.42,14,44,1.21,NE,2021-05-26 01:50:26
331,Whitehorse,60.7161,-135.0538,56.01,53,75,11.01,CA,2021-05-26 01:46:54
332,San Carlos De Bariloche,-41.1456,-71.3082,49.44,69,75,10.87,AR,2021-05-26 01:50:27
333,Souillac,-20.5167,57.5167,70.36,94,40,7.9,MU,2021-05-26 01:50:27
334,Mount Pleasant,32.7941,-79.8626,76.08,72,1,1.01,US,2021-05-26 01:49:09
335,Hasaki,35.7333,140.8333,76.17,62,100,10.31,JP,2021-05-26 01:50:27
336,Banjar,-8.19,114.9675,84.06,66,28,2.3,ID,2021-05-26 01:50:28
337,Arroyo,41.6096,-4.7969,52.21,73,0,5.61,ES,2021-05-26 01:50:28
338,Turayf,31.6725,38.6637,68.25,40,0,9.22,SA,2021-05-26 01:50:28
339,Santa Rosa,14.3122,121.1114,92.08,65,41,3.2,PH,2021-05-26 01:50:28
340,Bathurst,-33.4166,149.5806,58.96,50,0,5.99,AU,2021-05-26 01:50:29
341,Leh,34.1667,77.5833,42.04,51,89,1.28,IN,2021-05-26 01:50:29
342,Gamba,-2.65,10.0,77.09,94,74,5.12,GA,2021-05-26 01:50:30
343,Sao Filipe,14.8961,-24.4956,73.58,75,0,10.16,CV,2021-05-26 01:50:30
344,Praia Da Vitoria,38.7333,-27.0667,64.76,94,75,13.56,PT,2021-05-26 01:50:30
345,Oron,4.8256,8.2343,78.49,90,100,2.91,NG,2021-05-26 01:50:30
346,Raga,8.4596,25.678,75.45,69,93,3.8,SS,2021-05-26 01:50:31
347,Fort Pierce,27.4467,-80.3256,78.06,73,20,4.0,US,2021-05-26 01:50:31
348,Sao Joao Da Barra,-21.6403,-41.0511,67.32,71,73,4.14,BR,2021-05-26 01:48:45
349,Itigi,-5.7,34.4833,57.06,87,100,6.85,TZ,2021-05-26 01:50:32
350,Krasnoselkup,65.7,82.4667,34.3,49,15,7.63,RU,2021-05-26 01:50:32
351,Shujalpur,23.4,76.7167,88.38,32,93,15.37,IN,2021-05-26 01:50:32
352,Russell,32.3502,-85.1999,83.8,73,1,4.79,US,2021-05-26 01:50:33
353,Akyab,20.15,92.9,81.48,80,100,20.78,MM,2021-05-26 01:50:33
354,Codrington,-38.2667,141.9667,54.93,61,85,18.07,AU,2021-05-26 01:47:00
355,Cap Malheureux,-19.9842,57.6142,70.47,81,5,5.01,MU,2021-05-26 01:50:33
356,Vaitape,-16.5167,-151.75,81.18,70,11,10.02,PF,2021-05-26 01:50:34
357,Barrow,71.2906,-156.7887,28.42,74,90,8.05,US,2021-05-26 01:48:58
358,Planeta Rica,8.4147,-75.5883,77.77,91,100,8.41,CO,2021-05-26 01:50:34
359,Salalah,17.0151,54.0924,78.04,81,47,3.76,OM,2021-05-26 01:50:34
360,San Cristobal,7.7669,-72.225,75.38,97,92,4.25,VE,2021-05-26 01:50:35
361,Matamoros,25.5333,-103.25,95.11,23,40,11.79,MX,2021-05-26 01:50:35
362,Milkovo,54.7167,158.6167,43.52,88,100,10.42,RU,2021-05-26 01:50:35
363,West Wendover,40.7391,-114.0733,63.61,45,90,16.11,US,2021-05-26 01:50:36
364,Jimma,7.6667,36.8333,59.54,95,75,0.76,ET,2021-05-26 01:50:36
365,Narsaq,60.9167,-46.05,32.9,73,64,2.44,GL,2021-05-26 01:50:36
366,Labuan,5.2767,115.2417,87.96,74,20,3.0,MY,2021-05-26 01:50:37
367,Arawa,-6.2132,155.5367,81.48,89,100,5.21,PG,2021-05-26 01:50:37
368,Marovoay,-16.1,46.6333,66.34,84,44,1.95,MG,2021-05-26 01:50:37
369,Svetlyy,54.675,20.1347,50.05,92,100,10.47,RU,2021-05-26 01:50:38
370,Bordighera,43.7806,7.6645,60.03,66,0,1.66,IT,2021-05-26 01:50:38
371,La Palma,33.8464,-118.0467,88.95,62,75,5.01,US,2021-05-26 01:50:38
372,Mildura,-34.2,142.15,57.07,71,90,10.36,AU,2021-05-26 01:47:25
373,Male,4.1748,73.5089,84.15,74,75,27.63,MV,2021-05-26 01:47:55
374,Pimenta Bueno,-11.6725,-61.1936,76.23,80,92,2.98,BR,2021-05-26 01:47:01
375,Adeje,28.1227,-16.726,66.52,62,75,3.0,ES,2021-05-26 01:50:39
376,Nha Trang,12.25,109.1833,84.2,60,51,1.92,VN,2021-05-26 01:46:12
377,Dunedin,-45.8742,170.5036,53.8,48,98,5.99,NZ,2021-05-26 01:50:39
378,Kaabong,3.4836,34.1492,62.35,86,37,8.14,UG,2021-05-26 01:50:40
379,Suntar,62.1444,117.6319,58.96,40,99,4.63,RU,2021-05-26 01:50:40
380,Rocha,-34.4833,-54.3333,44.76,76,5,5.23,UY,2021-05-26 01:50:41
381,Archidona,37.0965,-4.3887,59.94,81,7,4.07,ES,2021-05-26 01:50:41
382,Pochutla,15.7432,-96.4661,80.82,78,91,4.38,MX,2021-05-26 01:50:41
383,Bahia Blanca,-38.7196,-62.2724,49.06,46,100,10.25,AR,2021-05-26 01:47:30
384,Shimoda,34.6667,138.95,72.1,56,95,7.47,JP,2021-05-26 01:50:42
385,Tromso,69.6496,18.957,39.22,70,40,11.5,NO,2021-05-26 01:49:20
386,Katangli,51.7102,143.2326,40.77,72,100,10.8,RU,2021-05-26 01:50:42
387,Kutum,14.2,24.6667,76.8,32,51,6.46,SD,2021-05-26 01:50:43
388,Sampit,-2.5333,112.95,86.83,64,99,4.09,ID,2021-05-26 01:50:43
389,Jiuquan,39.7432,98.5174,69.3,14,3,3.27,CN,2021-05-26 01:50:36
390,Humboldt,40.6665,-123.9178,55.67,70,2,8.19,US,2021-05-26 01:50:43
391,Moron,-34.6534,-58.6198,53.98,81,2,2.04,AR,2021-05-26 01:50:44
392,Lichinga,-13.3128,35.2406,50.09,93,40,5.75,MZ,2021-05-26 01:50:44
393,Zastron,-30.3023,27.084,44.8,58,47,4.16,ZA,2021-05-26 01:50:45
394,Octeville,49.6261,-1.6435,49.93,64,90,13.51,FR,2021-05-26 01:50:45
395,Tilichiki,60.4667,166.1,42.71,62,99,14.16,RU,2021-05-26 01:49:37
396,Bontang,0.1333,117.5,82.06,76,100,1.07,ID,2021-05-26 01:50:45
397,Maumere,-8.6199,122.2111,84.02,66,14,2.01,ID,2021-05-26 01:50:46
398,Havre,49.5833,0.3333,51.35,93,90,16.71,FR,2021-05-26 01:50:46
399,Pazaric,43.7886,18.1608,53.85,62,75,3.56,BA,2021-05-26 01:50:46
400,Cascais,38.6979,-9.4215,63.52,65,100,11.01,PT,2021-05-26 01:50:47
401,Totness,5.8833,-56.3167,77.86,92,97,8.21,SR,2021-05-26 01:50:47
402,Tual,-5.6667,132.75,82.18,76,91,22.5,ID,2021-05-26 01:50:47
403,Nantucket,41.2835,-70.0995,60.91,89,1,16.11,US,2021-05-26 01:48:02
404,Dubovskoye,47.4092,42.7575,57.9,87,34,8.41,RU,2021-05-26 01:50:48
405,Rameswaram,9.2833,79.3,83.07,78,100,26.89,IN,2021-05-26 01:50:48
406,Bedford,52.1346,-0.4663,46.9,92,7,9.01,GB,2021-05-26 01:50:48
407,Ahipara,-35.1667,173.1667,59.5,66,81,9.42,NZ,2021-05-26 01:50:49
408,Sergeyevka,53.88,67.4158,78.6,36,56,9.93,KZ,2021-05-26 01:50:49
409,Katete,-0.7818,29.7544,59.81,86,100,3.58,UG,2021-05-26 01:50:49
410,Pokaran,26.9167,71.9167,84.6,63,0,16.08,IN,2021-05-26 01:50:50
411,Aguada De Pasajeros,22.385,-80.8508,80.74,78,73,11.68,CU,2021-05-26 01:50:50
412,Manuk Mangkaw,4.8,119.85,83.7,70,58,3.76,PH,2021-05-26 01:50:50
413,Nanortalik,60.1432,-45.2371,33.87,76,90,11.23,GL,2021-05-26 01:48:33
414,Ngama,11.7833,17.1667,88.23,11,96,8.59,TD,2021-05-26 01:50:51
415,Kudahuvadhoo,2.6708,72.8944,84.07,73,100,22.79,MV,2021-05-26 01:50:51
416,Devli,25.75,75.3833,88.32,40,70,14.18,IN,2021-05-26 01:50:51
417,Nizwa,22.9333,57.5333,84.9,25,0,1.05,OM,2021-05-26 01:48:00
418,Mount Gambier,-37.8333,140.7667,57.11,62,75,12.66,AU,2021-05-26 01:50:52
419,Kindu,-2.95,25.95,68.32,80,99,2.62,CD,2021-05-26 01:50:52
420,Harper,4.375,-7.7169,79.65,86,100,4.72,LR,2021-05-26 01:50:52
421,Hualmay,-11.0964,-77.6139,65.14,89,59,4.68,PE,2021-05-26 01:50:53
422,Vondrozo,-22.8167,47.2833,56.61,97,16,3.74,MG,2021-05-26 01:50:53
423,Laranjeiras Do Sul,-25.4078,-52.4161,51.3,51,77,2.1,BR,2021-05-26 01:50:53
424,Shahdadkot,27.8477,67.9055,97.23,13,0,3.15,PK,2021-05-26 01:50:54
425,Svetlogorsk,52.6333,29.7333,56.12,91,97,11.95,BY,2021-05-26 01:47:45
426,Lavrentiya,65.5833,-171.0,38.95,82,52,9.95,RU,2021-05-26 01:47:13
427,Dostpur,26.2833,82.4667,86.43,61,96,6.51,IN,2021-05-26 01:50:54
428,Shimizu,43.0061,142.8847,65.95,43,6,18.41,JP,2021-05-26 01:50:55
429,Nanning,22.8167,108.3167,79.25,75,70,5.06,CN,2021-05-26 01:50:55
430,Dondo,-19.6094,34.7431,59.16,96,2,4.36,MZ,2021-05-26 01:50:55
431,Anito,12.4497,125.2886,84.96,72,99,4.36,PH,2021-05-26 01:50:56
432,Gazanjyk,39.2446,55.5154,78.37,49,100,7.61,TM,2021-05-26 01:50:56
433,Newport,51.5877,-2.9984,48.45,88,4,6.87,GB,2021-05-26 01:50:56
434,College,64.8569,-147.8028,71.26,27,40,1.01,US,2021-05-26 01:50:56
435,Alta Gracia,-31.6529,-64.4283,51.89,55,0,3.85,AR,2021-05-26 01:50:57
436,Kingisepp,59.3733,28.6134,47.14,79,98,9.19,RU,2021-05-26 01:50:57
437,Ryotsu,38.0833,138.4333,62.56,67,69,9.66,JP,2021-05-26 01:50:58
438,Palmer,42.1584,-72.3287,68.67,70,75,3.0,US,2021-05-26 01:49:26
439,Fortuna,40.5982,-124.1573,64.47,68,40,7.0,US,2021-05-26 01:46:03
440,Tamboril,19.4854,-70.611,76.87,94,40,5.75,DO,2021-05-26 01:50:58
441,Vanimo,-2.6741,141.3028,83.57,78,26,4.41,PG,2021-05-26 01:47:20
442,Grindavik,63.8424,-22.4338,46.87,76,75,29.86,IS,2021-05-26 01:50:59
443,Chengde,40.9725,117.9361,64.99,51,95,16.15,CN,2021-05-26 01:50:59
444,Pangnirtung,66.1451,-65.7125,18.07,94,97,5.53,CA,2021-05-26 01:50:59
445,Mezinovskiy,55.5042,40.3593,49.71,75,98,0.63,RU,2021-05-26 01:51:00
446,Manavalakurichi,8.1333,77.3,78.89,92,100,22.15,IN,2021-05-26 01:51:00
447,Pemangkat,1.1667,108.9667,84.04,72,99,2.8,ID,2021-05-26 01:51:00
448,Bollnas,61.3482,16.3946,45.39,96,100,8.32,SE,2021-05-26 01:51:00
449,Laizhou,37.1717,119.9214,79.54,42,28,25.48,CN,2021-05-26 01:51:01
450,Flinders,-34.5833,150.8552,68.18,50,0,7.0,AU,2021-05-26 01:51:01
451,Coahuayana,18.7333,-103.6833,76.37,75,100,3.09,MX,2021-05-26 01:51:01
452,Biu,10.6129,12.1946,80.83,37,74,4.63,NG,2021-05-26 01:51:02
453,Gloucester,51.8657,-2.2431,45.68,94,7,4.29,GB,2021-05-26 01:51:02
454,Marrakesh,31.6315,-8.0083,64.47,68,0,5.75,MA,2021-05-26 01:46:08
455,Kununurra,-15.7667,128.7333,89.58,43,42,6.91,AU,2021-05-26 01:51:03
456,Canico,32.6333,-16.85,65.03,76,40,1.99,PT,2021-05-26 01:51:03
457,Boralday,43.3578,76.8594,71.46,46,20,4.56,KZ,2021-05-26 01:51:03
458,Linqu,36.5156,118.5397,79.66,41,95,28.68,CN,2021-05-26 01:51:04
459,Kupang,-10.1667,123.5833,86.58,66,40,18.41,ID,2021-05-26 01:50:09
460,Louis Trichardt,-23.0439,29.9032,52.09,70,45,3.44,ZA,2021-05-26 01:51:04
461,Lafiagi,8.8667,5.4167,77.63,73,50,4.34,NG,2021-05-26 01:51:05
462,Sorland,67.667,12.6934,43.21,75,0,22.15,NO,2021-05-26 01:51:05
463,Ponta Delgada,37.7333,-25.6667,65.12,94,20,11.5,PT,2021-05-26 01:51:05
464,Ravar,31.2656,56.8055,81.43,19,79,4.36,IR,2021-05-26 01:51:06
465,Yar-Sale,66.8333,70.8333,38.35,63,97,7.38,RU,2021-05-26 01:51:06
466,Comodoro Rivadavia,-45.8667,-67.5,39.06,65,0,2.3,AR,2021-05-26 01:48:36
467,Ilhabela,-23.7781,-45.3581,63.32,79,16,5.41,BR,2021-05-26 01:51:07
468,Dvubratskiy,45.2389,39.805,55.51,93,6,1.05,RU,2021-05-26 01:51:07
469,San Luis,-33.295,-66.3356,54.55,38,74,8.81,AR,2021-05-26 01:51:07
470,Dargaville,-35.9333,173.8833,58.12,73,99,8.21,NZ,2021-05-26 01:51:08
471,Saint-Georges,12.0564,-61.7485,80.28,69,75,11.5,GD,2021-05-26 01:51:08
472,Necochea,-38.5473,-58.7368,45.84,55,63,10.16,AR,2021-05-26 01:48:45
473,Cheyenne,41.14,-104.8203,66.52,32,20,8.05,US,2021-05-26 01:48:28
474,Diego De Almagro,-26.3667,-70.05,63.66,20,93,2.04,CL,2021-05-26 01:48:20
475,Qujing,25.4833,103.7833,73.0,60,79,13.4,CN,2021-05-26 01:51:09
476,Castelo Do Piaui,-5.3222,-41.5525,73.18,69,8,5.39,BR,2021-05-26 01:51:09
477,Weligama,5.9667,80.4167,80.55,85,100,17.69,LK,2021-05-26 01:51:09
478,Kahului,20.8947,-156.47,86.02,73,40,18.41,US,2021-05-26 01:51:10
479,Itarema,-2.9248,-39.9167,76.77,82,87,9.95,BR,2021-05-26 01:49:34
480,Carmen,18.6333,-91.8333,82.74,77,80,16.04,MX,2021-05-26 01:49:11
481,Ribeira Brava,32.65,-17.0667,65.03,68,100,5.01,PT,2021-05-26 01:51:10
482,Barra Do Garcas,-15.89,-52.2567,72.95,67,72,2.59,BR,2021-05-26 01:51:11
483,Bireun,5.203,96.7009,83.52,69,71,1.77,ID,2021-05-26 01:51:11
484,Tura,25.5198,90.2201,74.21,97,100,3.31,IN,2021-05-26 01:48:57
485,Gbadolite,4.2833,21.0167,71.2,90,19,2.24,CD,2021-05-26 01:51:11
486,Tucurui,-3.7661,-49.6725,78.12,82,85,1.36,BR,2021-05-26 01:48:35
487,Opuwo,-18.0607,13.84,58.23,45,0,8.19,NA,2021-05-26 01:47:54
488,Galesong,-5.3166,119.3661,82.42,66,97,2.04,ID,2021-05-26 01:50:20
489,Bubaque,11.2833,-15.8333,78.66,74,97,4.88,GW,2021-05-26 01:51:12
490,Ola,59.5833,151.2833,40.24,76,100,4.59,RU,2021-05-26 01:51:12
491,Miquelon,47.0975,-56.3814,42.58,90,100,29.35,PM,2021-05-26 01:51:13
492,Amboasary,-25.0333,46.3833,64.24,87,2,2.82,MG,2021-05-26 01:51:13
493,Tecoanapa,16.5167,-98.75,83.86,60,99,5.68,MX,2021-05-26 01:51:13
494,Toktogul,41.8708,72.9402,65.77,56,69,0.34,KG,2021-05-26 01:51:14
495,Stryn,61.9045,6.7226,53.15,78,100,5.66,NO,2021-05-26 01:51:14
496,Bantou,26.2151,117.4893,85.91,68,68,5.32,CN,2021-05-26 01:51:14
497,Byron Bay,-28.65,153.6167,75.06,55,0,4.79,AU,2021-05-26 01:51:15
498,Rancho Palos Verdes,33.7445,-118.387,85.98,76,20,1.99,US,2021-05-26 01:46:47
499,Yeppoon,-23.1333,150.7333,78.58,65,3,6.58,AU,2021-05-26 01:51:15
500,Pundaguitan,6.3711,126.1689,82.45,74,100,4.61,PH,2021-05-26 01:48:33
501,Barth,54.3635,12.7249,49.98,91,100,18.59,DE,2021-05-26 01:51:15
502,Selikhino,50.3672,137.4996,37.36,99,100,7.78,RU,2021-05-26 01:51:16
503,Adwa,14.1646,38.8955,67.77,42,21,1.86,ET,2021-05-26 01:51:16
504,Bardiyah,31.7561,25.0865,71.28,53,0,8.48,LY,2021-05-26 01:51:16
505,Sicuani,-14.2694,-71.2261,42.24,87,75,4.47,PE,2021-05-26 01:51:17
506,Gravelbourg,49.8834,-106.5512,44.87,80,100,8.59,CA,2021-05-26 01:51:17
507,Fort Nelson,58.8053,-122.7002,51.39,25,75,2.3,CA,2021-05-26 01:51:17
508,Winnemucca,40.973,-117.7357,71.65,15,1,19.98,US,2021-05-26 01:51:18
509,Bambanglipuro,-7.95,110.2833,83.17,72,27,5.21,ID,2021-05-26 01:51:18
510,Lompoc,34.6391,-120.4579,79.38,73,1,17.27,US,2021-05-26 01:51:18
511,Kyren,51.6828,102.1408,54.21,63,100,1.43,RU,2021-05-26 01:51:19
512,Fomboni,-12.28,43.7425,78.8,67,6,15.5,KM,2021-05-26 01:51:19
513,Nioro,13.35,-15.75,76.17,64,45,6.87,GM,2021-05-26 01:51:19
514,Daru,-9.0763,143.2092,81.19,67,15,15.9,PG,2021-05-26 01:51:20
515,Saint-Pierre,-21.3393,55.4781,73.04,71,0,6.91,RE,2021-05-26 01:51:20
516,Klaksvik,62.2266,-6.589,47.32,89,72,17.67,FO,2021-05-26 01:51:20
517,Kungurtug,50.5994,97.5228,44.87,93,100,4.65,RU,2021-05-26 01:51:21
518,Severnyy-Kospashskiy,59.0925,57.8008,50.61,93,98,5.35,RU,2021-05-26 01:51:21
519,Yulara,-25.2406,130.9889,53.44,50,100,14.97,AU,2021-05-26 01:51:22
520,Celestun,20.8667,-90.4,82.72,71,84,13.69,MX,2021-05-26 01:51:22
521,Port Shepstone,-30.7414,30.455,66.69,42,100,6.11,ZA,2021-05-26 01:51:22
522,Pauini,-7.7136,-66.9764,77.52,80,100,1.63,BR,2021-05-26 01:51:22
523,Knysna,-34.0363,23.0471,57.58,84,97,4.38,ZA,2021-05-26 01:51:23
524,Marawi,7.9986,124.2928,77.65,79,85,3.83,PH,2021-05-26 01:51:23
525,Burnie,-41.0667,145.9167,51.96,73,93,18.5,AU,2021-05-26 01:50:41
526,Sao Miguel Do Araguaia,-13.275,-50.1628,77.88,47,44,3.31,BR,2021-05-26 01:51:24
527,Panaba,21.2833,-88.2667,79.38,73,71,13.47,MX,2021-05-26 01:51:24
528,Poso,-1.3959,120.7524,80.29,81,100,4.05,ID,2021-05-26 01:51:24
529,Camacha,33.0833,-16.3333,61.56,63,75,13.8,PT,2021-05-26 01:48:35
530,Murdochville,48.9583,-65.5006,47.28,98,100,0.74,CA,2021-05-26 01:51:25
531,Sakaraha,-22.9,44.5333,58.77,71,0,2.37,MG,2021-05-26 01:51:25
532,Soyo,-6.1349,12.3689,77.31,90,100,6.98,AO,2021-05-26 01:46:36
533,Katsuura,35.1333,140.3,76.23,74,100,15.95,JP,2021-05-26 01:47:21
534,Aras,42.5617,-2.356,42.31,81,0,3.27,ES,2021-05-26 01:51:26
535,Urusha,54.05,122.9,51.13,59,100,1.36,RU,2021-05-26 01:51:26
536,Ambilobe,-13.2,49.05,66.34,90,5,3.04,MG,2021-05-26 01:51:26
537,Marsala,37.7966,12.4352,63.55,94,0,10.22,IT,2021-05-26 01:51:27
538,Trzebiatow,54.0615,15.2648,48.47,92,95,14.88,PL,2021-05-26 01:51:27
539,Kjollefjord,70.9457,27.3465,36.43,74,93,5.95,NO,2021-05-26 01:51:27
540,Porto Novo,6.4965,2.6036,82.22,87,100,8.99,BJ,2021-05-26 01:51:28
541,Bela,25.9333,81.9833,86.67,59,42,6.64,IN,2021-05-26 01:51:28
542,North Miami,25.8901,-80.1867,78.04,68,1,5.01,US,2021-05-26 01:51:28
